# LAMMPS data file 

409 atoms
8 bonds
13 angles
12 dihedrals

7 atom types
5 bond types
6 angle types
3 dihedral types

-14.2 14.2 xlo xhi
-14.2 14.2 ylo yhi
-25.68 25.68 zlo zhi

Atoms

1 1 1 1.0 -12.78 -12.78 21.419999999999995 
2 1 2 -1.0 -12.78 -9.94 21.419999999999995 
3 1 2 -1.0 -9.94 -12.78 21.419999999999995 
4 1 1 1.0 -9.94 -9.94 21.419999999999995 
5 1 2 -1.0 -12.78 -12.78 24.259999999999994 
6 1 1 1.0 -12.78 -9.94 24.259999999999994 
7 1 1 1.0 -9.94 -12.78 24.259999999999994 
8 1 2 -1.0 -9.94 -9.94 24.259999999999994 
9 1 1 1.0 -12.78 -12.78 27.099999999999994 
10 1 2 -1.0 -12.78 -9.94 27.099999999999994 
11 1 2 -1.0 -9.94 -12.78 27.099999999999994 
12 1 1 1.0 -9.94 -9.94 27.099999999999994 
13 1 2 -1.0 -12.78 -12.78 29.939999999999994 
14 1 1 1.0 -12.78 -9.94 29.939999999999994 
15 1 1 1.0 -9.94 -12.78 29.939999999999994 
16 1 2 -1.0 -9.94 -9.94 29.939999999999994 
17 1 1 1.0 -12.78 -7.1 21.419999999999995 
18 1 2 -1.0 -12.78 -4.26 21.419999999999995 
19 1 2 -1.0 -9.94 -7.1 21.419999999999995 
20 1 1 1.0 -9.94 -4.26 21.419999999999995 
21 1 2 -1.0 -12.78 -7.1 24.259999999999994 
22 1 1 1.0 -12.78 -4.26 24.259999999999994 
23 1 1 1.0 -9.94 -7.1 24.259999999999994 
24 1 2 -1.0 -9.94 -4.26 24.259999999999994 
25 1 1 1.0 -12.78 -7.1 27.099999999999994 
26 1 2 -1.0 -12.78 -4.26 27.099999999999994 
27 1 2 -1.0 -9.94 -7.1 27.099999999999994 
28 1 1 1.0 -9.94 -4.26 27.099999999999994 
29 1 2 -1.0 -12.78 -7.1 29.939999999999994 
30 1 1 1.0 -12.78 -4.26 29.939999999999994 
31 1 1 1.0 -9.94 -7.1 29.939999999999994 
